level,unit,#,word,pos,translation,phonetic
3,2,2069,ruins,noun,废墟,ˈruənz
3,2,2070,sailboat,noun,帆船,ˈseɪlˌboʊt
3,2,2071,tent,noun,帐篷,tɛnt
3,2,2072,view,noun,视图,vju
3,2,2073,waterfall,noun,瀑布,ˈwɔtərˌfɔl
3,2,2074,wildlife,noun,野生动物,ˈwaɪlˌdlaɪf
3,2,2075,zip line,noun,拉链线,zɪp laɪn
3,2,2076,afraid (of heights),adjective,恐（高）,əˈfreɪd (ʌv haɪts)
3,2,2077,exciting,adjective,激动的,ɪkˈsaɪtɪŋ
3,2,2078,fun,adjective,好玩,fʌn
3,2,2079,scared,adjective,害怕,skɛrd
3,2,2080,scary,adjective,害怕,ˈskɛri
3,2,2081,amazingly,adverb,惊人地,əˈmeɪzɪŋli
3,2,2082,fortunately,adverb,幸好,ˈfɔrʧənətli
3,2,2083,unfortunately,adverb,不幸,ənˈfɔrʧənətli
3,2,2084,a couple of times,adverb,一些时间,ə ˈkʌpəl ʌv taɪmz
3,2,2085,a few times,adverb,几次,ə fju taɪmz
3,2,2086,many / several times,adverb,多次,ˈmɛni / ˈsɛvrəl taɪmz
3,2,2087,(never / not) before,adverb,从来（不）,(ˈnɛvər / nɑt) bɪˈfɔr
3,2,2088,once,adverb,一旦,wʌns
3,2,2089,twice,adverb,两次,twaɪs
3,3,2090,airport,noun,飞机场,ˈɛrˌpɔrt
3,3,2091,ancient city,noun,古城,ˈeɪnʧənt ˈsɪti
3,3,2092,monument,noun,纪念碑,ˈmɑnjumənt
3,3,2093,office building,noun,办公楼,ˈɔfəs ˈbɪldɪŋ
3,3,2094,pyramid,noun,金字塔,ˈpɪrəmɪd
3,3,2095,roller coaster,noun,过山车,ˈroʊlər ˈkoʊstər
3,3,2096,shopping mall,noun,购物中心,ˈʃɑpɪŋ mɔl
3,3,2097,skyscraper,noun,摩天大厦,ˈskaɪˌskreɪpər
3,3,2098,stadium,noun,体育场,ˈsteɪdiəm
3,3,2099,structure,noun,结构体,ˈstrʌkʧər
3,3,2100,suspension bridge,noun,吊桥,səˈspɛnʃən brɪʤ
3,3,2101,train station,noun,火车站,treɪn ˈsteɪʃən
3,3,2102,cover,noun,覆盖,ˈkʌvər
3,3,2103,erupt,noun,爆发,ɪˈrʌpt
3,3,2104,go hiking,noun,去远足,goʊ ˈhaɪkɪŋ
3,3,2105,hold,noun,保持,hoʊld
3,3,2106,reach,noun,达到,riʧ
3,3,2107,serve,noun,服务,sɜrv
3,3,2108,visit,noun,访问,ˈvɪzət
3,3,2109,meters,noun,米,ˈmitərz
3,3,2110,(active) volcano,noun,（活）火山,(ˈæktɪv) vɑlˈkeɪnoʊ
3,3,2111,archipelago,noun,群岛,ˌɑrkəˈpɛləˌgoʊ
3,3,2112,beach,noun,海滩,biʧ
3,3,2113,canyon,noun,峡谷,ˈkænjən
3,3,2114,coast,noun,海岸,koʊst
3,3,2115,continent,noun,大陆,ˈkɑntənənt
3,3,2116,desert,noun,沙漠,ˈdɛzɜrt
3,3,2117,glacier,noun,冰川,ˈgleɪʃər
3,3,2118,island,noun,岛,ˈaɪlənd
3,3,2119,lake,noun,湖,leɪk
3,3,2120,mountain,noun,山,ˈmaʊntən
3,3,2121,mountain range,noun,山脉,ˈmaʊntən reɪnʤ
3,3,2122,ocean,noun,海洋,ˈoʊʃən
3,3,2123,rain forest,noun,雨林,reɪn ˈfɔrəst
3,3,2124,reef,noun,礁,rif
3,3,2125,river,noun,河,ˈrɪvər
3,3,2126,tree,noun,树,tri
3,3,2127,wildlife,noun,野生动物,ˈwaɪlˌdlaɪf
3,3,2128,the busiest,adjective,最忙的,ðə ˈbɪziəst
3,3,2129,the most interesting,adjective,最有趣的,ðə moʊst ˈɪntrəstɪŋ
3,3,2130,the least expensive,adjective,最便宜的,ðə list ɪkˈspɛnsɪv
3,3,2131,the best,adjective,最好的,ðə bɛst
3,3,2132,the worst,adjective,最糟糕的,ðə wɜrst
3,3,2133,"deep (36,000 feet deep)",adjective,"深（36,000英尺深）","dip (36,000 fit dip)"
3,3,2134,"high (8,850 meters high)",adjective,"高（8,850米高）","haɪ (8,850 ˈmitərz haɪ)"
3,3,2135,"long (4,160 miles long)",adjective,"长（4,160英里长）","lɔŋ (4,160 maɪlz lɔŋ)"
3,3,2136,"tall (1,670 feet tall)",adjective,"高（1,670英尺高）","tɔl (1,670 fit tɔl)"
3,3,2137,wide (29 kilometers wide),adjective,宽（29公里宽）,waɪd (29 kəˈlɑˌmʌtərz waɪd)
3,3,2138,Celsius (48°C / 48 degrees Celsius),unit,摄氏（48°C / 48摄氏度）,ˈsɛlsiəs (48°si / 48 dɪˈgriz ˈsɛlsiəs)
3,3,2139,Fahrenheit (120°F / 120 degrees Fahrenheit),unit,华氏温度（120°F / 120华氏度）,ˈfɛrənˌhaɪt (120°ɛf / 120 dɪˈgriz ˈfɛrənˌhaɪt)
3,3,2140,0°C = 32°F,unit,0°C = 32华氏度,0°si = 32°ɛf
3,3,2141,1 kilometer = 0.62 miles,unit,1公里 = 0.62英里,1 kəˈlɑmətər = 0.62 maɪlz
3,3,2142,1 meter = 3.28 feet,unit,1米 = 3.28英尺,1 ˈmitər = 3.28 fit
3,3,2143,1 square kilometer = 0.386 square miles,unit,1平方公里 = 0.386平方英里,1 skwɛr kəˈlɑmətər = 0.386 skwɛr maɪlz
3,3,2144,"a million = 1,000,000",number,一百万,"ə ˈmɪljən = 1,000,000"
3,3,2145,"6,529 = six thousand five hundred (and) twenty-nine",number,6529,"6,529 = sɪks ˈθaʊzənd faɪv ˈhʌndrəd (ænd) ˈtwɛnti-naɪn"
3,3,2146,509 = five hundred (and) nine,number,509,509 = faɪv ˈhʌndrəd (ænd) naɪn
3,3,2147,7.7 = seven point seven,number,7.7,7.7 = ˈsɛvən pɔɪnt ˈsɛvən
3,4,2148,father,noun,父亲,ˈfɑðər
3,4,2149,fiancé / fiancée,noun,未婚夫/未婚妻,ˌfiː.ɑːnˈseɪ / ˌfiː.ɑːnˈseɪ
3,4,2150,mother,noun,母亲,ˈmʌðər
3,4,2151,husband,noun,丈夫,ˈhʌzbənd
3,4,2152,wife,noun,妻子,waɪf
3,4,2153,spouse (= husband or wife),noun,配偶（= 丈夫或妻子）,spaʊs (= ˈhʌzbənd ɔr waɪf)
3,4,2154,son,noun,儿子,sʌn
3,4,2155,daughter,noun,女儿,ˈdɔtər
3,4,2156,brother,noun,哥哥,ˈbrʌðər
3,4,2157,sister,noun,妹妹,ˈsɪstər
3,4,2158,sibling (= brother or sister),noun,兄弟姐妹（兄弟或姐妹）,ˈsɪblɪŋ (= ˈbrʌðər ɔr ˈsɪstər)
3,4,2159,only child,noun,唯一的孩子,ˈoʊnli ʧaɪld
3,4,2160,stepfather,noun,继父,ˈstɛpˌfɑðər
3,4,2161,stepmother,noun,后妈,ˈstɛpˌmʌðər
3,4,2162,stepson,noun,继子,ˈstɛpˌsʌn
3,4,2163,stepdaughter,noun,继女,ˈstɛpˌdɔtər
3,4,2164,stepbrother,noun,继兄弟,ˈstepˌbrʌ.ðər
3,4,2165,stepsister,noun,继妹,ˈstɛpˌsɪstər
3,4,2166,half brother,noun,同父异母或同母异父的兄弟,hæf ˈbrʌðər
3,4,2167,half sister,noun,同父异母的妹妹,hæf ˈsɪstər
3,4,2168,back then,time expression,那时,bæk ðɛn
3,4,2169,in those days,time expression,那些日子,ɪn ðoʊz deɪz
3,4,2170,when I was (17),time expression,当我（17岁）时,wɛn aɪ wʌz (17)
3,4,2171,when we were kids,time expression,小时候,wɛn wi wɜr kɪdz
3,4,2172,great-grandfather,noun,曾祖父,greɪt-ˈgrændˌfɑðər
3,4,2173,great-grandmother,noun,曾祖母,greɪt-ˈgrændˌmʌðər
3,4,2174,grandfather,noun,祖父,ˈgrændˌfɑðər
3,4,2175,grandmother,noun,祖母,ˈgrændˌmʌðər
3,4,2176,uncle,noun,叔叔,ˈʌŋkəl
3,4,2177,aunt,noun,姑妈,ænt
3,4,2178,nephew,noun,外甥,ˈnɛfju
3,4,2179,niece,noun,侄女,nis
3,4,2180,cousin,noun,表姐,ˈkʌzən
3,4,2181,brother-in-law,noun,长者的意思是铁则,ˈbrʌðər-ɪn-lɔ
3,4,2182,sister-in-law,noun,嫂子,ˈsɪstər-ɪn-lɔ
3,4,2183,now,time expression,现在,naʊ
3,4,2184,nowadays,time expression,如今,ˈnaʊəˌdeɪz
3,4,2185,these days,time expression,这些日子,ðiz deɪz
3,4,2186,today,time expression,今天,təˈdeɪ
3,4,2187,used to,verb,过去,juzd tu
3,4,2188,would,verb,将,wʊd
3,4,2189,ask someone to do something,verb,要求某人做某事,æsk ˈsʌmˌwʌn tu du ˈsʌmθɪŋ
3,4,2190,get someone to do something,verb,让某人做某事,gɛt ˈsʌmˌwʌn tu du ˈsʌmθɪŋ
3,4,2191,have someone do something,verb,让某人做某事,hæv ˈsʌmˌwʌn du ˈsʌmθɪŋ
3,4,2192,help someone do something,verb,帮助某人做某事,hɛlp ˈsʌmˌwʌn du ˈsʌmθɪŋ
3,4,2193,let someone do something,verb,让某人做某事,lɛt ˈsʌmˌwʌn du ˈsʌmθɪŋ
3,4,2194,make someone do something,verb,让某人做某事,meɪk ˈsʌmˌwʌn du ˈsʌmθɪŋ
3,4,2195,tell someone to do something,verb,告诉某人做某事,tɛl ˈsʌmˌwʌn tu du ˈsʌmθɪŋ
3,4,2196,want someone to do something,verb,想要某人做某事,wɑnt ˈsʌmˌwʌn tu du ˈsʌmθɪŋ
3,4,2197,be part of (a big family),verb,成为（一个大家庭）的一部分,bi pɑrt ʌv (ə bɪg ˈfæməli)
3,4,2198,clean up (your room),verb,打扫（您的房间）,klin ʌp (jʊər rum)
3,4,2199,come over (for dinner),verb,过来（吃晚饭）,kʌm ˈoʊvər (fɔr ˈdɪnər)
3,4,2200,crawl under the table,verb,爬到桌子底下,krɔl ˈʌndər ðə ˈteɪbəl
3,4,2201,do chores,verb,做家务事,du ʧɔrz
3,4,2202,fight over (the remote),verb,争取（远程）,faɪt ˈoʊvər (ðə rɪˈmoʊt)
3,4,2203,get divorced,verb,离婚,gɛt dɪˈvɔrst
3,4,2204,get married,verb,结婚了,gɛt ˈmɛrid
3,4,2205,go over the speed limit,verb,超过速度限制,goʊ ˈoʊvər ðə spid ˈlɪmət
3,4,2206,gripe (about),verb,抱怨,graɪp (əˈbaʊt)
3,4,2207,grow up,verb,长大,groʊ ʌp
3,4,2208,have a gripe (about),verb,（对某事）抱怨,hæv ə graɪp (əˈbaʊt)
3,4,2209,pressure someone,verb,向某人施压,ˈprɛʃər ˈsʌmˌwʌn
3,4,2210,start a family,verb,建立一个家庭,stɑrt ə ˈfæməli
3,4,2211,stay out late,verb,待在外面,steɪ aʊt leɪt
3,4,2212,tease someone,verb,取笑某人,tiz ˈsʌmˌwʌn
3,5,2213,apple,noun,苹果,ˈæpəl
3,5,2214,mango,noun,芒果,ˈmæŋgoʊ
3,5,2215,orange,noun,橙子,ˈɔrənʤ
3,5,2216,pineapple,noun,菠萝,ˈpaɪˌnæpəl
3,5,2217,broccoli,noun,西兰花,ˈbrɑkəli
3,5,2218,carrot,noun,胡萝卜,ˈkærət
3,5,2219,green pepper,noun,绿皮书,grin ˈpɛpər
3,5,2220,tomato,noun,番茄,təˈmeɪˌtoʊ
3,5,2221,calorie,noun,卡路里,ˈkæləri
3,5,2222,carbohydrate,noun,糖类,ˌkɑrboʊˈhaɪˌdreɪt
3,5,2223,fat,noun,脂肪,fæt
3,5,2224,protein,noun,蛋白,ˈproʊˌtin
3,5,2225,a bag of (potato chips),noun,一袋（土豆片）,ə bæg ʌv (pəˈteɪˌtoʊ ʧɪps)
3,5,2226,a bottle of (soy sauce / ketchup),noun,一瓶（酱油/番茄酱）,ə ˈbɑtəl ʌv (sɔɪ sɔs / ˈkɛʧəp)
3,5,2227,a box of (cereal),noun,一盒（谷物）,ə bɑks ʌv (ˈsɪriəl)
3,5,2228,a can of (soup / soda),noun,一罐（汤/汽水）,ə kæn ʌv (sup / ˈsoʊdə)
3,5,2229,a carton of (juice / eggs),noun,一箱（果汁/鸡蛋）,ə ˈkɑrtən ʌv (ʤus / ɛgz)
3,5,2230,a jar of (mustard/ hot peppers),noun,一罐（芥末/辣椒）,ə ʤɑr ʌv (ˈmʌstərd/ hɑt ˈpɛpərz)
3,5,2231,a kilo of (rice) kilo = kilogram,noun,一公斤（米）,ə ˈkɪˌloʊ ʌv (raɪs) ˈkɪˌloʊ = ˈkɪləˌgræm
3,5,2232,a liter of (soda / water),noun,一升（苏打水/水）,ə ˈlitər ʌv (ˈsoʊdə / ˈwɔtər)
3,5,2233,a loaf of bread / two loaves of bread,noun,一条面包/两块面包,ə loʊf ʌv brɛd / tu loʊvz ʌv brɛd
3,5,2234,a package of (cookies),noun,一包（饼干）,ə ˈpækəʤ ʌv (ˈkʊkiz)
3,5,2235,a pound of (hamburger meat),noun,一磅（汉堡肉）,ə paʊnd ʌv (ˈhæmbərgər mit)
3,5,2236,a quart of (skim milk),noun,一夸脱（脱脂牛奶）,ə kwɔrt ʌv (skɪm mɪlk)
3,5,2237,a tub of (margarine / butter),noun,一桶（人造黄油/黄油）,ə tʌb ʌv (ˈmɑrʤərən / ˈbʌtər)
3,5,2238,a slice of (cheese),noun,一片（奶酪）,ə slaɪs ʌv (ʧiz)
3,5,2239,apple pie,noun,苹果派,ˈæpəl paɪ
3,5,2240,dessert,noun,甜点,dɪˈzɜrt
3,5,2241,fast food,noun,快餐,fæst fud
3,5,2242,fresh fruit and vegetables,noun,新鲜水果和蔬菜,frɛʃ frut ænd ˈvɛʤtəbəlz
3,5,2243,frozen dinner,noun,冷冻晚餐,ˈfroʊzən ˈdɪnər
3,5,2244,frozen meal,noun,冷冻餐,ˈfroʊzən mil
3,5,2245,pastry,noun,糕点,ˈpeɪstri
3,5,2246,snack,noun,小吃,snæk
3,5,2247,treat,noun,对待,trit
3,5,2248,kitchen cabinet,noun,厨柜,ˈkɪʧən ˈkæbənət
3,5,2249,freezer,noun,冰箱,ˈfrizər
3,5,2250,fridge (refrigerator),noun,冰箱,frɪʤ (rəˈfrɪʤəˌreɪtər)
3,5,2251,refrigerator,noun,冰箱,rəˈfrɪʤəˌreɪtər
3,5,2252,vegetable drawer,noun,蔬菜抽屉,ˈvɛʤtəbəl drɔr
3,5,2253,filling,noun,填充,ˈfɪlɪŋ
3,5,2254,flavor,noun,味道,ˈfleɪvər
3,5,2255,ingredients,noun,配料,ɪnˈgridiənts
3,5,2256,recipe,noun,食谱,ˈrɛsəpi
3,5,2257,spices,noun,香料,ˈspaɪsəz
3,5,2258,baked (potatoes),adjective,烤（土豆）,beɪkt (pəˈteɪtoʊz)
3,5,2259,barbecued (beef),adjective,烧烤（牛肉）,ˈbɑrbɪˌkjud (bif)
3,5,2260,boiled (eggs),adjective,水煮蛋）,bɔɪld (ɛgz)
3,5,2261,deep-fried (pastries),adjective,油炸（糕点）,dip-fraɪd (ˈpeɪstriz)
3,5,2262,fried (eggs / potatoes),adjective,油炸（鸡蛋/土豆）,fraɪd (ɛgz / pəˈteɪtoʊz)
3,5,2263,grilled (shrimp),adjective,烤虾）,grɪld (ʃrɪmp)
3,5,2264,pickled (cabbage),adjective,酸菜）,ˈpɪkəld (ˈkæbəʤ)
3,5,2265,raw (fish),adjective,生鱼）,rɑ (fɪʃ)
3,5,2266,roast (lamb),adjective,烤羊肉）,roʊst (læm)
3,5,2267,smoked (fish),adjective,熏鱼）,smoʊkt (fɪʃ)
3,5,2268,steamed (vegetables),adjective,蒸（蔬菜）,stimd (ˈvɛʤtəbəlz)
3,5,2269,stir-fried (noodles),adjective,炒（面条）,stɜr-fraɪd (ˈnudəlz)
3,5,2270,a little,determiner,一点,ə ˈlɪtəl
3,5,2271,a few,determiner,一些,ə fju
3,5,2272,very little,determiner,很少,ˈvɛri ˈlɪtəl
3,5,2273,very few,determiner,很少,ˈvɛri fju
3,5,2274,less,determiner,减,lɛs
3,5,2275,fewer,determiner,更少,ˈfjuər
3,5,2276,(not) much,determiner,（不）多,(nɑt) mʌʧ
3,5,2277,(not) many,determiner,（不）多,(nɑt) ˈmɛni
3,5,2278,too much,determiner,太多了,tu mʌʧ
3,5,2279,too many,determiner,太多,tu ˈmɛni
3,5,2280,some,determiner,一些,sʌm
3,5,2281,(not) enough,determiner,（不）够,(nɑt) ɪˈnʌf
3,5,2282,too (slowly),adverb,太（慢）,tu (ˈsloʊli)
3,5,2283,(talk) too much,adverb,（说得）太多,(tɔk) tu mʌʧ
3,5,2284,for example,conjunction,例如,fɔr ɪgˈzæmpəl
3,5,2285,like,conjunction,喜欢,laɪk
3,5,2286,such as,conjunction,如,sʌʧ æz
3,5,2287,bake,verb,烘烤,beɪk
3,5,2288,barbecue,verb,烧烤,ˈbɑrbɪˌkju
3,5,2289,boil,verb,煮,bɔɪl
3,5,2290,fry,verb,炒,fraɪ
3,5,2291,grill,verb,烤架,grɪl
3,5,2292,pickle,verb,泡菜,ˈpɪkəl
3,5,2293,roast,verb,烤,roʊst
3,5,2294,steam,verb,蒸汽,stim
3,5,2295,stir-fry,verb,翻炒,stɜr-fraɪ
3,5,2296,lose weight,verb,减肥,luz weɪt
3,5,2297,improve your mood,verb,改善心情,ɪmˈpruv jʊər mud
3,6,2298,had better (not),verb,最好不要）,hæd ˈbɛtər (nɑt)
3,6,2299,might want to,verb,可能想要,maɪt wɑnt tu
3,6,2300,ought to,verb,应该,ɔt tu
3,6,2301,don't have to,verb,不必,doʊnt hæv tu
3,6,2302,going to have to,verb,将不得不,ˈgoʊɪŋ tu hæv tu
3,6,2303,have got to,verb,必须,hæv gɑt tu
3,6,2304,would rather (not),verb,宁愿（不）,wʊd ˈræðər (nɑt)
3,6,2305,do some good (for),verb,做某事（为）,du sʌm gʊd (fɔr)
3,6,2306,do volunteer work,verb,做志愿者工作,du ˌvɑlənˈtɪr wɜrk
3,6,2307,do your best,verb,尽力而为,du jʊər bɛst
3,6,2308,make a difference,verb,做出改变,meɪk ə ˈdɪfərəns
3,6,2309,make an effort to do,verb,努力去做,meɪk ən ˈɛfərt tu du
3,6,2310,something,verb,某事,ˈsʌmθɪŋ
3,6,2311,do a lot of thinking,verb,做很多思考,du ə lɑt ʌv ˈθɪŋkɪŋ
3,6,2312,do research,verb,做研究,du riˈsɜrʧ
3,6,2313,do something about a problem,verb,对问题做些事情,du ˈsʌmθɪŋ əˈbaʊt ə ˈprɑbləm
3,6,2314,do the math,verb,算一算,du ðə mæθ
3,6,2315,ignore a problem,verb,忽略一个问题,ɪgˈnɔr ə ˈprɑbləm
3,6,2316,make a decision to do something,verb,决定做某事,meɪk ə dɪˈsɪʒən tu du ˈsʌmθɪŋ
3,6,2317,make a list (of),verb,列出清单,meɪk ə lɪst (ʌv)
3,6,2318,make a living,verb,谋生,meɪk ə ˈlɪvɪŋ
3,6,2319,make a mistake,verb,犯了一个错误,meɪk ə mɪsˈteɪk
3,6,2320,make excuses,verb,找理由,meɪk ɪkˈskjusɪz
3,6,2321,make sense,verb,合理,meɪk sɛns
3,6,2322,make sure (that),verb,确保（那件事）,meɪk ʃʊr (ðæt)
3,6,2323,make up your mind (if),verb,下定决心（如果）,meɪk ʌp jʊər maɪnd (ɪf)
3,6,2324,drive someone crazy,verb,使某人发疯,draɪv ˈsʌmˌwʌn ˈkreɪzi
3,6,2325,get distracted by,verb,分散注意力,gɛt dɪˈstræktəd baɪ
3,6,2326,make progress on,verb,取得进展,meɪk ˈprɑˌgrɛs ɑn
3,6,2327,make up (your) mind,verb,下定决心,meɪk ʌp (jʊər) maɪnd
3,6,2328,meet a deadline,verb,截止日期,mit ə ˈdɛˌdlaɪn
3,6,2329,multitask play a trick on someone,verb,一心多用,ˈmʌltiˌtæsk pleɪ ə trɪk ɑn ˈsʌmˌwʌn
3,6,2330,set a tight deadline,verb,设定紧迫的期限,sɛt ə taɪt ˈdɛˌdlaɪn
3,6,2331,set priorities,verb,确定优先事项,sɛt praɪˈɔrətiz
3,6,2332,take on (too many jobs),verb,承担（太多工作）,teɪk ɑn (tu ˈmɛni ʤɑbz)
3,6,2333,catch up with someone,verb,跟上某人,kæʧ ʌp wɪð ˈsʌmˌwʌn
3,6,2334,do the talking,verb,他不喜欢,du ðə ˈtɔkɪŋ
3,6,2335,just be yourself,verb,做你自己,ʤʌst bi jərˈsɛlf
3,6,2336,make a good impression on someone,verb,给某人一个好印象,meɪk ə gʊd ɪmˈprɛʃən ɑn ˈsʌmˌwʌn
3,6,2337,make an appointment to see someone,verb,约见某人,meɪk ən əˈpɔɪntmənt tu si ˈsʌmˌwʌn
3,6,2338,make an excuse,verb,找借口,meɪk ən ɪkˈskjus
3,6,2339,make fun of,verb,开玩笑,meɪk fʌn ʌv
3,6,2340,make (nice) comments,verb,发表（不错的）评论,meɪk (naɪs) ˈkɑmɛnts
3,6,2341,attachment,noun,附件,əˈtæʧmənt
3,6,2342,colleague,noun,同事,ˈkɑlig
3,6,2343,co-worker,noun,同事,koʊ-ˈwɜrkər
3,6,2344,dead line,noun,最后期限,dɛd laɪn
3,6,2345,distraction,noun,分心,dɪˈstrækʃən
3,6,2346,meeting,noun,会议,ˈmitɪŋ
3,6,2347,news,noun,新闻,nuz
3,6,2348,presentation,noun,介绍,ˌprɛzənˈteɪʃən
3,6,2349,promotion,noun,晋升,prəˈmoʊʃən
3,6,2350,schedule,noun,时间表,ˈskɛʤʊl
3,6,2351,stress level,noun,压力水平,strɛs ˈlɛvəl
3,6,2352,volunteer work,noun,志愿者工作,ˌvɑlənˈtɪr wɜrk
3,6,2353,as long as,conjunction,只要,æz lɔŋ æz
3,6,2354,provided that,conjunction,规定,prəˈvaɪdəd ðæt
3,6,2355,unless,conjunction,除非,ənˈlɛs
3,6,2356,afterwards by next week,time expression,之后在下个星期,ˈæftərwərdz baɪ nɛkst wik
3,6,2357,for the first time,time expression,首次,fɔr ðə fɜrst taɪm
3,7,2358,break up (with someone),verb,和某人分手）,breɪk ʌp (wɪð ˈsʌmˌwʌn)
3,7,2359,date (someone),verb,跟（某人）约会,deɪt (ˈsʌmˌwʌn)
3,7,2360,fall for (someone/ each other),verb,爱上（某人/彼此）,fɔl fɔr (ˈsʌmˌwʌn/ iʧ ˈʌðər)
3,7,2361,get along (with someone),verb,与某人相处,gɛt əˈlɔŋ (wɪð ˈsʌmˌwʌn)
3,7,2362,go back (to someone),verb,回到（某人身边）,goʊ bæk (tu ˈsʌmˌwʌn)
3,7,2363,go out (together),verb,（一起）出门,goʊ aʊt (təˈgɛðər)
3,7,2364,go out (with someone),verb,（和某人）出去约会,goʊ aʊt (wɪð ˈsʌmˌwʌn)
3,7,2365,settle down (with someone),verb,（与某人）安定下来,ˈsɛtəl daʊn (wɪð ˈsʌmˌwʌn)
3,7,2366,work out,verb,锻炼,wɜrk aʊt
3,7,2367,get together (with someone),verb,（与某人）聚在一起,gɛt təˈgɛðər (wɪð ˈsʌmˌwʌn)
3,7,2368,hang out with (the same crowd),verb,与（同一个人群）一起出去玩,hæŋ aʊt wɪð (ðə seɪm kraʊd)
3,7,2369,make friends with someone,verb,与某人交朋友,meɪk frɛndz wɪð ˈsʌmˌwʌn
3,7,2370,meet a person through a friend,verb,通过朋友认识一个人,mit ə ˈpɜrsən θru ə frɛnd
3,7,2371,share an apartment,verb,共享公寓,ʃɛr ən əˈpɑrtmənt
3,7,2372,sign up (for a class / for a social networking site),verb,注册（课程/社交网站）,saɪn ʌp (fɔr ə klæs / fɔr ə ˈsoʊʃəl ˈnɛˌtwɜrkɪŋ saɪt)
3,7,2373,contact someone,verb,与某人联系,ˈkɑnˌtækt ˈsʌmˌwʌn
3,7,2374,get back in touch (with someone),verb,（与某人）重新联系,gɛt bæk ɪn tʌʧ (wɪð ˈsʌmˌwʌn)
3,7,2375,lose touch (with someone),verb,（与某人）失去联系,luz tʌʧ (wɪð ˈsʌmˌwʌn)
3,7,2376,write back,verb,写回,raɪt bæk
3,7,2377,come back,verb,回来,kʌm bæk
3,7,2378,fly back,verb,飞回来,flaɪ bæk
3,7,2379,go away (to college),verb,（为上大学）离开,goʊ əˈweɪ (tu ˈkɑlɪʤ)
3,7,2380,graduate (from high school),verb,（高中）毕业,ˈgræʤuɪt (frʌm haɪ skul)
3,7,2381,grow up,verb,长大,groʊ ʌp
3,7,2382,move away (from / to),verb,（从某处）离开 / 离开（到某处去）,muv əˈweɪ (frʌm / tu)
3,7,2383,turn out,verb,结果是,tɜrn aʊt
3,7,2384,best friend,noun,最好的朋友,bɛst frɛnd
3,7,2385,circle of friends,noun,朋友圈,ˈsɜrkəl ʌv frɛndz
3,7,2386,childhood friend,noun,儿时的朋友,ˈʧaɪldˌhʊd frɛnd
3,7,2387,closest friend,noun,最亲密的朋友,ˈkloʊsəst frɛnd
3,7,2388,friend from college,noun,大学的朋友,frɛnd frʌm ˈkɑlɪʤ
3,7,2389,friend from work,noun,下班的朋友,frɛnd frʌm wɜrk
3,7,2390,new friend,noun,新朋友,nu frɛnd
3,7,2391,oldest friend,noun,最老的朋友,ˈoʊldəst frɛnd
3,7,2392,roommate,noun,室友,ˈruˌmeɪt
3,7,2393,running buddy,noun,奔跑的伙伴,ˈrʌnɪŋ ˈbʌdi
3,7,2394,boyfriend,noun,男朋友,ˈbɔɪˌfrɛnd
3,7,2395,girlfriend,noun,女朋友,ˈgɜrlˌfrɛnd
3,7,2396,high school sweetheart,noun,高中恋人,haɪ skul ˈswitˌhɑrt
3,7,2397,long-distance relationship,noun,远距离谈恋爱,lɔŋ-ˈdɪstəns riˈleɪʃənˌʃɪp
3,7,2398,marriage,noun,婚姻,ˈmɛrɪʤ
3,7,2399,(eligible / potential) partner,noun,（合格/潜在）合作伙伴,(ˈɛləʤəbəl / pəˈtɛnʃəl) ˈpɑrtnər
3,7,2400,(great) romance,noun,（伟大的）浪漫,(greɪt) roʊˈmæns
3,7,2401,a little / a (little) bit,adverb,一点,ə ˈlɪtəl / eɪ (ˈlɪtəl) bɪt
3,7,2402,in a way,adverb,在某种方式,ɪn ə weɪ
3,7,2403,just,adverb,只是,ʤʌst
3,7,2404,kind of / sort of,adverb,种类/种类,kaɪnd ʌv / sɔrt ʌv
3,7,2405,maybe,adverb,也许,ˈmeɪbi
3,7,2406,nearby,adverb,附近,ˈnɪrˈbaɪ
3,7,2407,probably,adverb,大概,ˈprɑbəbli
3,7,2408,right down the street,adverb,就在这条街上,raɪt daʊn ðə strit
3,7,2409,together,adverb,一起,təˈgɛðər
3,7,2410,within a few months,adverb,在几个月内,wɪˈðɪn ə fju mʌnθs
3,7,2411,that,pronoun,那,ðæt
3,7,2412,which,pronoun,哪一个,wɪʧ
3,7,2413,who,pronoun,谁,hu
3,7,2414,both,pronoun,都,boʊθ
3,7,2415,both of us,pronoun,我们俩,boʊθ ʌv ʌs
3,7,2416,each other,pronoun,彼此,iʧ ˈʌðər
3,7,2417,neither of us,pronoun,我们俩都不,ˈniðər ʌv ʌs
3,8,2418,could,verb,可以,kʊd
3,8,2419,would,verb,将,wʊd
3,8,2420,be able to,verb,能够,bi ˈeɪbəl tu
3,8,2421,apologize for doing something,verb,为做某事而道歉,əˈpɑləˌʤaɪz fɔr ˈduɪŋ ˈsʌmθɪŋ
3,8,2422,ask someone for something,verb,问某人某事,æsk ˈsʌmˌwʌn fɔr ˈsʌmθɪŋ
3,8,2423,borrow something from someone,verb,向某人借东西,ˈbɑˌroʊ ˈsʌmθɪŋ frʌm ˈsʌmˌwʌn
3,8,2424,buy something for someone,verb,给某人买东西,baɪ ˈsʌmθɪŋ fɔr ˈsʌmˌwʌn
3,8,2425,lend something to someone,verb,借给某人,lɛnd ˈsʌmθɪŋ tu ˈsʌmˌwʌn
