#ESV	Root	Lat	Lon	Verses	Comment
Lehi	Beth-shemesh 1	~31.75274835811488	~34.97660913147738	Judg 15:9, Judg 15:14, Judg 15:19, 2 Sam 23:11	
Leshem	Dan	33.24865997897308	35.65248345039043	Josh 19:47	
Libnah 1	Lachish	~31.56485056116292	~34.8467256730566	Josh 10:29, Josh 10:31, Josh 10:32, Josh 10:39, Josh 12:15, Josh 15:42, Josh 21:13, 2 Kgs 8:22, 2 Kgs 19:8, 2 Kgs 23:31, 2 Kgs 24:18, 1 Chr 6:57, 2 Chr 21:10, Isa 37:8, Jer 52:1	
Libnah 2	Ashnah	~31.8099	~34.9365	Num 33:20, Num 33:21	
Libya	Cyrene	>32.824979	>21.858301	Ezek 30:5, Acts 2:10	
Lod		31.95138888888889	34.89527777777778	1 Chr 8:12, Ezra 2:33, Neh 7:37, Neh 11:35	
Lo-debar		32.662488	35.783568	2 Sam 9:4, 2 Sam 9:5, 2 Sam 17:27, Amos 6:13	
Lower Beth-horon		31.87892595986906	35.12356744466153	Josh 16:3, Josh 18:13, 1 Kgs 9:17, 2 Chr 8:5	
Lower and Upper Beth-horon	Lower Beth-horon	31.87892595986906	35.12356744466153	1 Chr 7:24	
Lud	Lod	31.95138888888889	34.89527777777778	Isa 66:19, Jer 46:9, Ezek 27:10, Ezek 30:5	
Luhith	Horonaim	~31.288056	~35.515000	Isa 15:5, Jer 48:5	
Luz 1	Bethel 1	31.93053920580005	35.22103274923676	Gen 28:19, Gen 35:6, Gen 48:3, Josh 16:2, Josh 18:13, Judg 1:23	
Luz 2		37?	36.57?	Judg 1:26	~
Lycaonia	Iconium	>37.88353038890398	>32.4942625657248	Acts 14:6	region
Lycia	Patara	>36.27471786927205	>29.3186378339052	Acts 27:5	region
Lydda	Lod	31.95138888888889	34.89527777777778	Acts 9:32, Acts 9:35, Acts 9:38	
Lystra		37.57813498250009	32.45318282875567	Acts 14:6, Acts 14:8, Acts 14:21, Acts 16:1, Acts 16:2, 2 Tim 3:11	
Maacah	Aram-maacah	~33.2	~36.5	2 Sam 10:6, 2 Sam 10:8, 2 Sam 23:34, 1 Chr 19:7	
Maacath	Aram-maacah	~33.2	~36.5	Josh 13:13	
Maarath		31.621003	35.102328	Josh 15:59	now Bayt Ummar
Maareh-geba	Gibeah 1	~31.82378102460309	~35.23100936128631	Judg 20:33	
Macedonia	Thessalonica	>40.632155565205	>22.9320868699276	Acts 16:9, Acts 16:10, Acts 16:12, Acts 18:5, Acts 19:21, Acts 19:22, Acts 20:1, Acts 20:3, Rom 15:26, 1 Cor 16:5, 2 Cor 1:16, 2 Cor 2:13, 2 Cor 7:5, 2 Cor 8:1, 2 Cor 9:2, 2 Cor 11:9, Phil 4:15, 1 Thes 1:7, 1 Thes 1:8, 1 Thes 4:10, 1 Tim 1:3	region
Machpelah		31.52464794555393	35.11073465087356	Gen 23:9, Gen 23:17, Gen 23:19, Gen 25:9, Gen 49:30, Gen 50:13	
Madmannah		31.391668	34.940502	Josh 15:31, 1 Chr 2:49	
Madmenah	Gebim	~31.800000	~35.250000	Isa 10:31	
Madon		32.799879	35.459506	Josh 11:1, Josh 12:19	
Magadan		32.84733494629723	35.5229361797708	Matt 15:39	
Magog	Gog	~>46	~>47	Ezek 38:2, Ezek 39:6, Rev 20:8	
Mahalab	Ahlab	33.02498036359259	35.44544657992798	Josh 19:29	
Mahanaim		32.214708?	35.632914?	Gen 32:2, Josh 13:26, Josh 13:30, Josh 21:38, 2 Sam 2:8, 2 Sam 2:12, 2 Sam 2:29, 2 Sam 17:24, 2 Sam 17:27, 2 Sam 19:32, 1 Kgs 2:8, 1 Kgs 4:14, 1 Chr 6:80	
Mahaneh-dan		31.758315	34.994252	Judg 13:25, Judg 18:12	~
Makaz	Shaalbim	~31.870364	~34.981728	1 Kgs 4:9	
Makheloth	Mount Hor 1	~30.317396	~35.407152	Num 33:25, Num 33:26	
Makkedah		31.935117	34.781326	Josh 10:10, Josh 10:16, Josh 10:17, Josh 10:21, Josh 10:28, Josh 10:29, Josh 12:16, Josh 15:41	~
Malta		35.85282675242785	14.53243601407711	Acts 28:1	
Mamre		31.54909871686872	35.09356062020027	Gen 23:17, Gen 23:19, Gen 25:9, Gen 35:27, Gen 49:30, Gen 50:13	
Manahath		31.752603	35.181972	1 Chr 8:6	now Malha
Maon		31.41666666666668	35.1166666666667	Josh 15:55, 1 Sam 23:24, 1 Sam 23:25, 1 Sam 25:2	
Marah		29.350000	32.933333	Ex 15:23, Num 33:8, Num 33:9	~
Mareal		32.697409	35.241789	Josh 19:11	now Malul
Mareshah		31.60393321295081	34.90237777777779	Josh 15:44, 2 Chr 11:8, 2 Chr 14:9, 2 Chr 14:10, 2 Chr 20:37, Mic 1:15	
Maroth	Shaphir	~31.743719	~34.694006	Mic 1:12	
Mashal	Abdon	~33.047808	~35.146201	1 Chr 6:74	
Masrekah	Bozrah 1	~30.734691	~35.606250	Gen 36:36, 1 Chr 1:47	
Massah	Rephidim	~28.73106102564323	~33.84169995726504	Ex 17:7, Deut 6:16, Deut 9:22, Deut 33:8, Ps 95:8	
Mattanah	Lasha	~31.718148	~35.584826	Num 21:18, Num 21:19	
Mearah		33.633333	35.433333	Josh 13:4	~
Meconah	Ain 2	~31.370835	~34.860665	Neh 11:28	
Medeba		31.72045763248588	35.79197231962891	Num 21:30, Josh 13:9, Josh 13:16, 1 Chr 19:7, Isa 15:2	
Media	Ecbatana	>34.798311	>48.514966	Ezra 6:2, Est 1:3, Est 1:14, Est 1:18, Est 10:2, Isa 21:2, Jer 25:25, Dan 8:20	
Megiddo		32.58418313614938	35.18229165870594	Josh 12:21, Josh 17:11, Judg 1:27, Judg 5:19, 1 Kgs 4:12, 1 Kgs 9:15, 2 Kgs 9:27, 2 Kgs 23:29, 2 Kgs 23:30, 1 Chr 7:29, 2 Chr 35:22, Zech 12:11	
Me-jarkon	Rakkon	~32.132898	~34.788144	Josh 19:46	
Memphis		29.849632	31.253958	Isa 19:13, Jer 2:16, Jer 44:1, Jer 46:14, Jer 46:19, Ezek 30:13, Ezek 30:16, Hos 9:6	http://en.wikipedia.org/wiki/Memphis%2C_Egypt
Mephaath		31.850000	35.933333	Josh 13:18, Josh 21:37, 1 Chr 6:79, Jer 48:21	
Merathaim	Babel	32.53650368616845	44.42088287373876	Jer 50:21	
Meribah 1	Kadesh-barnea	~30.68771281376111	~34.49479554246946	Num 20:13, Num 20:24, Num 27:14, Ps 81:7, Ps 106:32	
Meribah 2	Rephidim	~28.73106102564323	~33.84169995726504	Ex 17:7, Deut 33:8, Ps 95:8	
Meribah-kadesh	Kadesh-barnea	~30.68771281376111	~34.49479554246946	Deut 32:51, Ezek 47:19, Ezek 48:28	
Merom		33.075269	35.605480	Josh 11:5, Josh 11:7	lake
Meroz	Mount Tabor	~32.68695640243183	~35.39091304299688	Judg 5:23	
Mesha		28.857260?	34.859127?	Gen 10:30	~
Meshech	Gog	>46	>47	Ps 120:5, Ezek 27:13, Ezek 38:2, Ezek 38:3, Ezek 39:1	
Meshech-Tubal	Gog	>46	>47	Ezek 32:26	
Mesopotamia	Babel	>32.53650368616845	>44.42088287373876	Gen 24:10, Deut 23:4, Judg 3:8, Judg 3:10, 1 Chr 19:6, Acts 2:9, Acts 7:2	region
Metheg-ammah	Gath	31.69352950368834	34.84388288576839	2 Sam 8:1	
Michmas	Michmash	31.87018434231688	35.27923581936973	Ezra 2:27, Neh 7:31	
Michmash		31.87018434231688	35.27923581936973	1 Sam 13:2, 1 Sam 13:5, 1 Sam 13:11, 1 Sam 13:16, 1 Sam 13:23, 1 Sam 14:5, 1 Sam 14:31, Neh 11:31, Isa 10:28	
Michmethath		32.183333	35.283333	Josh 16:6, Josh 17:7	~
Middin		31.743894	35.401591	Josh 15:61	
Midian		>28.932881	>34.90832	Gen 36:35, Ex 2:15, Ex 2:16, Ex 3:1, Ex 4:19, Ex 18:1, Num 22:4, Num 22:7, Num 25:15, Num 25:18, Num 31:3, Num 31:7, Num 31:8, Num 31:9, Josh 13:21, Judg 6:1, Judg 6:2, Judg 6:6, Judg 6:13, Judg 6:14, Judg 7:1, Judg 7:8, Judg 7:13, Judg 7:14, Judg 7:15, Judg 7:23, Judg 7:25, Judg 8:1, Judg 8:3, Judg 8:5, Judg 8:12, Judg 8:22, Judg 8:26, Judg 8:28, Judg 9:17, 1 Kgs 11:18, 1 Chr 1:46, Ps 83:9, Isa 9:4, Isa 10:26, Isa 60:6, Hab 3:7, Acts 7:29	region
Migdal-el		33.232131	35.362942	Josh 19:38	
Migdal-gad		31.666667	34.583333	Josh 15:37	~
Migdol		30.020296?	32.372233?	Ex 14:2, Num 33:7, Jer 44:1, Jer 46:14, Ezek 29:10, Ezek 30:6	
Migron	Gibeah 1	~31.82378102460309	~35.23100936128631	1 Sam 14:2, Isa 10:28	
Miletus		37.5	27.3	Acts 20:15, Acts 20:17, 2 Tim 4:20	
Millo	Jerusalem	<31.777444	<35.234935	2 Sam 5:9, 1 Kgs 9:15, 1 Kgs 9:24, 1 Kgs 11:27, 1 Chr 11:8, 2 Chr 32:5	
Minni	Ashkenaz	~40.6	~44.6	Jer 51:27	
Minnith		31.750000	35.850000	Judg 11:33, Ezek 27:17	~
Mishal	Abdon	~33.047808	~35.146201	Josh 19:26, Josh 21:30	
Misrephoth-maim		33.118952	35.139434	Josh 11:8, Josh 13:6	now Narouq
Mithkah	Mount Hor 1	~30.317396	~35.407152	Num 33:28, Num 33:29	
Mitylene		39.10033557286295	26.55180477541001	Acts 20:14	
Mizpah 1	Ramoth-gilead	32.56526757366849	36.00555930879645	Gen 31:49, Judg 10:17, Judg 11:11, Judg 11:29, Judg 11:34, Hos 5:1	
Mizpah 2	Valley of Mizpeh	33.281770	35.573371	Josh 11:3	
Mizpah 3		31.83273947023218	35.1801628605877	Judg 20:1, Judg 20:3, Judg 21:1, Judg 21:5, Judg 21:8, 1 Sam 7:5, 1 Sam 7:6, 1 Sam 7:7, 1 Sam 7:11, 1 Sam 7:12, 1 Sam 7:16, 1 Sam 10:17,1 Kgs 15:22, 2 Kgs 25:23, 2 Kgs 25:25, 2 Chr 16:6, Neh 3:7, Neh 3:15, Neh 3:19, Jer 40:6, Jer 40:8, Jer 40:10, Jer 40:12, Jer 40:13, Jer 40:15, Jer 41:1, Jer 41:3, Jer 41:6, Jer 41:10, Jer 41:14, Jer 41:16	
Mizpeh 1	Mizpah 3	31.83273947023218	35.1801628605877	Josh 18:26	
Mizpeh 2	Lachish	~31.56485056116292	~34.8467256730566	Josh 15:38	
Mizpeh 3	Kir	31.18132579594509	35.70214779044711	1 Sam 22:3	
Moab	Dibon 1	>31.49684513710609	>35.78284105296996	Gen 36:35, Ex 15:15, Num 21:11, Num 21:13, Num 21:15, Num 21:20, Num 21:26, Num 21:28, Num 21:29, Num 22:1, Num 22:3, Num 22:4, Num 22:7, Num 22:8, Num 22:10, Num 22:14, Num 22:21, Num 22:36, Num 23:6, Num 23:7, Num 23:17, Num 24:17, Num 25:1, Num 26:3, Num 26:63, Num 31:12, Num 33:44, Num 33:48, Num 33:49, Num 33:50, Num 35:1, Num 36:13, Deut 1:5, Deut 2:8, Deut 2:9, Deut 2:18, Deut 29:1, Deut 32:49, Deut 34:1, Deut 34:5, Deut 34:6, Deut 34:8, Josh 13:32, Josh 24:9, Judg 3:12, Judg 3:14, Judg 3:15, Judg 3:17, Judg 3:30, Judg 10:6, Judg 11:15, Judg 11:17, Judg 11:18, Judg 11:25, Ruth 1:1, Ruth 1:2, Ruth 1:6, Ruth 1:22, Ruth 2:6, Ruth 4:3, 1 Sam 12:9, 1 Sam 14:47, 1 Sam 22:3, 1 Sam 22:4, 2 Sam 8:2, 2 Sam 8:12, 2 Sam 23:20, 1 Kgs 11:7, 1 Kgs 11:33, 2 Kgs 1:1, 2 Kgs 3:4, 2 Kgs 3:5, 2 Kgs 3:7, 2 Kgs 3:10, 2 Kgs 3:13, 2 Kgs 3:23, 2 Kgs 3:26, 2 Kgs 23:13, 1 Chr 1:46, 1 Chr 4:22, 1 Chr 8:8, 1 Chr 11:22, 1 Chr 18:2, 1 Chr 18:11, 2 Chr 20:10, 2 Chr 20:22, 2 Chr 20:23, Neh 13:23, Ps 60:8, Ps 83:6, Ps 108:9, Isa 11:14, Isa 15:1, Isa 15:2, Isa 15:4, Isa 15:5, Isa 15:8, Isa 15:9, Isa 16:2, Isa 16:4, Isa 16:6, Isa 16:7, Isa 16:11, Isa 16:12, Isa 16:13, Isa 16:14, Isa 25:10, Jer 9:26, Jer 25:21, Jer 27:3, Jer 40:11, Jer 48:1, Jer 48:2, Jer 48:4, Jer 48:9, Jer 48:11, Jer 48:13, Jer 48:15, Jer 48:16, Jer 48:18, Jer 48:20, Jer 48:24, Jer 48:25, Jer 48:26, Jer 48:28, Jer 48:29, Jer 48:31, Jer 48:33, Jer 48:35, Jer 48:36, Jer 48:38, Jer 48:39, Jer 48:40, Jer 48:41, Jer 48:42, Jer 48:43, Jer 48:44, Jer 48:45, Jer 48:46, Jer 48:47, Ezek 25:8, Ezek 25:9, Ezek 25:11, Dan 11:41, Amos 2:1, Amos 2:2, Mic 6:5, Zeph 2:8, Zeph 2:9	
Moladah		31.162327	35.057114	Josh 15:26, Josh 19:2, 1 Chr 4:28, Neh 11:26	
Moreh 1	Shechem	~32.21369123124062	~35.2817986718367	Gen 12:6, Deut 11:30	
Moreh 2		32.61773063505183	35.35737645291343	Judg 7:1	
Moresheth	Mareshah	~31.60393321295081	~34.90237777777779	Jer 26:18, Mic 1:1	
Moresheth-gath	Mareshah	~31.60393321295081	~34.90237777777779	Mic 1:14	
Moriah	Mount Moriah	31.77759385009378	35.23525140955081	Gen 22:2	
Mortar	Jerusalem	<31.777444	<35.234935	Zeph 1:11	
Moserah	Mount Hor 1	~30.317396	~35.407152	Deut 10:6	
Moseroth	Mount Hor 1	~30.317396	~35.407152	Num 33:30, Num 33:31	
Most Holy		?	?	Ex 26:33	mobile
Most Holy Place 1		?	?	Ex 26:34	mobile
Most Holy Place 2	Jerusalem	<31.777444	<35.234935	1 Kgs 6:16, 1 Kgs 7:50, 1 Kgs 8:6, 1 Chr 6:49, 2 Chr 3:8, 2 Chr 3:10, 2 Chr 4:22, 2 Chr 5:7, Ezek 41:4, Ezek 45:3, Heb 9:3	
Mount	Mount of Olives	31.77809503341373	35.2471976093501	Zech 14:4	
Mount Baal-hermon	Mount Hermon	33.41615982399708	35.85725617635589	Judg 3:3	
Mount Baalah	Jabneel 1	~31.865518	~34.746856	Josh 15:11	
Mount Carmel		32.729350157734	35.04978957235391	1 Kgs 18:19, 1 Kgs 18:20, 1 Kgs 18:42, 2 Kgs 2:25, 2 Kgs 4:25	
Mount Ebal		32.23293813761263	35.27304180036391	Deut 11:29, Deut 27:4, Deut 27:13, Josh 8:30, Josh 8:33	
Mount Ephraim	Mount Ebal	32.23293813761263	35.27304180036391	Jer 4:15	?
Mount Ephron		~31.675746	~35.042407	Josh 15:9	
Mount Esau	Bozrah 1	>30.734691	>35.606250	Obad 1:8, Obad 1:9, Obad 1:19, Obad 1:21	
Mount Gerizim		32.19956174365378	35.27285228460234	Deut 11:29, Deut 27:12, Josh 8:33, Judg 9:7	
Mount Gilboa		32.50984080716704	35.40843470396692	1 Sam 31:1, 1 Sam 31:8, 2 Sam 1:6, 1 Chr 10:1, 1 Chr 10:8	
Mount Gilead	Mount Gilboa	32.50984080716704	35.40843470396692	Judg 7:3	
Mount Halak		30.916667	34.833333	Josh 11:17, Josh 12:7	?; http://www.bibleorigins.net/MountHalakGebelHalaqMap.html
Mount Heres	Beth-shemesh 1	31.75274835811488	34.97660913147738	Judg 1:35	
Mount Hermon		33.41615982399708	35.85725617635589	Deut 3:8, Josh 11:17, Josh 12:1, Josh 12:5, Josh 13:5, Josh 13:11, 1 Chr 5:23	
Mount Hor 1		30.317396	35.407152	Num 20:22, Num 20:23, Num 20:25, Num 20:27, Num 21:4, Num 33:37, Num 33:38, Num 33:39, Num 33:41, Deut 32:50	
Mount Hor 2		~35.710069	~36.188080	Num 34:7, Num 34:8	
Mount Horeb	Mount Sinai	28.539722	33.973333	Ex 33:6	
Mount Jearim	Chesalon	31.781049	35.051130	Josh 15:10	
Mount Lebanon	Lebanon	>33.752479	>35.590804	Judg 3:3	
Mount Mizar	Mount Hermon	~33.41615982399708	~35.85725617635589	Ps 42:6	
Mount Moriah		31.77759385009378	35.23525140955081	2 Chr 3:1	
Mount Nebo		31.76135780447535	35.74614824478083	Deut 32:49, Deut 34:1	
Mount Paran	Paran	<~29.151667	<~33.541944	Deut 33:2, Hab 3:3	
Mount Perazim	Valley of Rephaim	~31.756332	~35.223059	Isa 28:21	
Mount Seir 1	Bozrah 1	>30.734691	>35.606250	Deut 1:2, Deut 2:1, Deut 2:5, 1 Chr 4:42, 2 Chr 20:10, 2 Chr 20:22, 2 Chr 20:23, Ezek 35:2, Ezek 35:3, Ezek 35:7, Ezek 35:15	mountain range
Mount Seir 2		31.783333	34.994000	Josh 15:10	
Mount Shepher	Mount Hor 1	~30.317396	~35.407152	Num 33:23, Num 33:24	
Mount Sinai		28.539722	33.973333	Ex 19:11, Ex 19:18, Ex 19:20, Ex 19:23, Ex 24:16, Ex 31:18, Ex 34:2, Ex 34:4, Ex 34:29, Ex 34:32, Lev 7:38, Lev 25:1, Lev 26:46, Lev 27:34, Num 3:1, Num 28:6, Neh 9:13, Acts 7:30, Acts 7:38, Gal 4:24, Gal 4:25	
Mount Sirion	Mount Hermon	33.41615982399708	35.85725617635589	Deut 4:48	
Mount Tabor		32.68695640243183	35.39091304299688	Judg 4:6, Judg 4:12, Judg 4:14	
Mount Zalmon	Mount Ebal	32.23293813761263	35.27304180036391	Judg 9:48	
Mount Zemaraim	Zemaraim	31.910999	35.457280	2 Chr 13:4	
Mount Zion	Jerusalem	<31.777444	<35.234935	2 Kgs 19:31, Ps 48:2, Ps 48:11, Ps 74:2, Ps 78:68, Ps 125:1, Isa 4:5, Isa 8:18, Isa 10:12, Isa 18:7, Isa 24:23, Isa 29:8, Isa 31:4, Isa 37:32, Lam 5:18, Joel 2:32, Obad 1:17, Obad 1:21, Mic 4:7, Heb 12:22, Rev 14:1	
Mount of Olives		31.77809503341373	35.2471976093501	2 Sam 15:30, Zech 14:4, Matt 21:1, Matt 24:3, Matt 26:30, Mark 11:1, Mark 13:3, Mark 14:26, Luke 19:37, Luke 22:39, John 8:1	
Mozah		31.802641	35.158376	Josh 18:26	~
Muster Gate	Jerusalem	<31.777444	<35.234935	Neh 3:31	
Myra		36.2307717908834	30.01145882074154	Acts 27:5	
Mysia	Troas	~39.50664305923271	~26.08059270470616	Acts 16:7, Acts 16:8	
Naamah		31.871782	34.871894	Josh 15:41	
Naarah	Naaran	31.949518	35.458730	Josh 16:7	
Naaran		31.949518	35.458730	1 Chr 7:28	~
Nahalal	Nahalol	32.722209	35.352820	Josh 19:15, Josh 21:35	
Nahaliel	Lasha	31.718148	35.584826	Num 21:19	?
Nahalol		32.722209	35.352820	Judg 1:30	
Nain		32.63083336680386	35.34782689102158	Luke 7:11	
Naioth	Mizpah 3	~31.83273947023218	~35.1801628605877	1 Sam 19:18, 1 Sam 19:19, 1 Sam 19:22, 1 Sam 19:23, 1 Sam 20:1	
Naphath	Megiddo	~32.58418313614938	~35.18229165870594	Josh 17:11	
Naphath-dor	Dor	32.61323618394521	34.91889683434057	Josh 12:23, 1 Kgs 4:11	
Naphish	Golan	<>32.80007552505443	<>35.93730130476259	1 Chr 5:19	
Naphoth-dor	Dor	32.61323618394521	34.91889683434057	Josh 11:2	
Nazareth		32.70674542474383	35.30152807767973	Matt 2:23, Matt 4:13, Matt 21:11, Matt 26:71, Mark 1:9, Mark 1:24, Mark 10:47, Mark 16:6, Luke 1:26, Luke 2:4, Luke 2:39, Luke 2:51, Luke 4:16, Luke 4:34, Luke 18:37, Luke 24:19, John 1:45, John 1:46, John 18:5, John 18:7, John 19:19, Acts 2:22, Acts 3:6, Acts 4:10, Acts 6:14, Acts 10:38, Acts 22:8, Acts 26:9	
Neah	Neiel	32.894254	35.221877	Josh 19:13	
Neapolis		40.94413199321298	24.41767995412326	Acts 16:11	
Nebaioth	Sela	>30.32243571223214	>35.45627946919968	Isa 60:7	(Nabateans ~ Petra)
Neballat		31.992079	34.957563	Neh 11:34	now Bayt Nabala
Nebo 1		31.748024	35.743257	Num 32:3, Num 32:38, Num 33:47, 1 Chr 5:8, Isa 15:2, Jer 48:1, Jer 48:22	from harper; now El Mekhaiyat
Nebo 2		31.606256	35.037417	Ezra 2:29, Ezra 10:43, Neh 7:33	
Negeb		>30.3	>34.2	Gen 12:9, Gen 13:1, Gen 13:3, Gen 20:1, Gen 24:62, Num 13:17, Num 13:22, Num 13:29, Num 21:1, Num 33:40, Deut 1:7, Deut 34:3, Josh 10:40, Josh 11:16, Josh 12:8, Josh 15:19, Josh 19:8, Judg 1:9, Judg 1:15, Judg 1:16, 1 Sam 27:10, 1 Sam 30:1, 1 Sam 30:14, 1 Sam 30:27, 2 Sam 24:7, 2 Chr 28:18, Ps 126:4, Isa 21:1, Isa 30:6, Jer 13:19, Jer 17:26, Jer 32:44, Jer 33:13, Ezek 20:46, Ezek 20:47, Obad 1:19, Obad 1:20	
Nehelam		?	?	Jer 29:24, Jer 29:31, Jer 29:32	
Neiel		32.894254	35.221877	Josh 19:27	~; now Yenin
Nephtoah		31.683036	35.167987	Josh 15:9, Josh 18:15	~
Netaim	Gederah	~31.823337	~34.777779	1 Chr 4:23	
Netophah		31.735465	35.220503	2 Sam 23:28, 2 Sam 23:29, 1 Chr 11:30, 1 Chr 27:13, Ezra 2:22, Neh 7:26	~
New Gate	Jerusalem	<31.777444	<35.234935	Jer 26:10, Jer 36:10	
Nezib		31.588050	34.992389	Josh 15:43	
Nibshan	Engedi	~31.46152536164766	~35.39241108242345	Josh 15:62	
Nicopolis		39.024033	20.735730	Titus 3:12	
Nile		30.092632	31.230987	Gen 41:1, Gen 41:2, Gen 41:3, Gen 41:17, Gen 41:18, Ex 1:22, Ex 4:9, Ex 7:15, Ex 7:17, Ex 7:18, Ex 7:20, Ex 7:21, Ex 7:24, Ex 7:25, Ex 8:3, Ex 8:9, Ex 8:11, Ex 17:5, 1 Chr 13:5, Isa 19:6, Isa 19:7, Isa 19:8, Isa 23:3, Isa 23:10, Jer 2:18, Jer 46:7, Jer 46:8, Ezek 29:3, Ezek 29:9, Ezek 30:12, Amos 8:8, Amos 9:5, Nahum 3:8, Zech 10:11	
Nimrah	Beth-nimrah	31.900811	35.625693	Num 32:3	
Nimrim		31.133191	35.531138	Isa 15:6, Jer 48:34	from harper; now Numeira
Nimrod	Babel	>32.53650368616845	>44.42088287373876	Mic 5:6	figurative
Nineveh		36.359410	43.152887	Gen 10:11, Gen 10:12, 2 Kgs 19:36, Isa 37:37, Jonah 1:2, Jonah 3:2, Jonah 3:3, Jonah 3:4, Jonah 3:5, Jonah 3:6, Jonah 3:7, Jonah 4:11, Nahum 1:1, Nahum 2:8, Nahum 3:7, Zeph 2:13, Matt 12:41, Luke 11:30, Luke 11:32	Nineveh in KML
Nob		31.799605	35.232980	1 Sam 21:1, 1 Sam 22:9, 1 Sam 22:11, 1 Sam 22:19, Neh 11:32, Isa 10:32	~
Nobah	Kenath	32.756919	36.616400	Num 32:42, Judg 8:11	
Nod		?	?	Gen 4:16	
Nodab	Golan	<>32.80007552505443	<>35.93730130476259	1 Chr 5:19	
Nohah	Manahath	31.752603	35.181972	Judg 20:43	?
Nophah	Kenath	32.756919	36.616400	Num 21:30	
Oboth	Dibon 1	~31.49684513710609	~35.78284105296996	Num 21:10, Num 21:11, Num 33:43, Num 33:44	
Olivet	Mount of Olives	31.77809503341373	35.2471976093501	Luke 19:29, Luke 21:37, Acts 1:12	
On		30.108086	31.338220	Gen 41:45, Gen 41:50, Gen 46:20, Ezek 30:17	
Ono		32.02222222222223	34.86666666666667	1 Chr 8:12, Ezra 2:33, Neh 6:2, Neh 7:37, Neh 11:35	
Ophel	Jerusalem	<31.777444	<35.234935	2 Chr 27:3, 2 Chr 33:14, Neh 3:26, Neh 3:27, Neh 11:21	
Ophir	India	>22	>77	1 Kgs 9:28, 1 Kgs 10:11, 1 Kgs 22:48, 1 Chr 29:4, 2 Chr 8:18, 2 Chr 9:10, Job 22:24, Job 28:16, Ps 45:9, Isa 13:12	
Ophni		31.961989	35.215483	Josh 18:24	
Ophrah 1		31.95378955858199	35.29913577541004	Josh 18:23, 1 Sam 13:17	
Ophrah 2		32.60868269540592	35.28826433084549	Judg 6:11, Judg 6:24, Judg 8:27, Judg 8:32, Judg 9:5	
Paddan	Haran	>36.86386407659651	>39.03219672227345	Gen 48:7	
Paddan-aram	Haran	>36.86386407659651	>39.03219672227345	Gen 25:20, Gen 28:2, Gen 28:5, Gen 28:6, Gen 28:7, Gen 31:18, Gen 33:18, Gen 35:9, Gen 35:26, Gen 46:15	
Pai	Bozrah 1	<>30.734691	<>35.606250	1 Chr 1:50	
Pamphylia	Perga	>37.00520811721595	>30.90494591606115	Acts 2:10, Acts 13:13, Acts 14:24, Acts 15:38, Acts 27:5	
Paphos		34.75410576175517	32.40016213313376	Acts 13:6, Acts 13:13	
Parah		31.833333	35.300000	Josh 18:23	~
Paran		~29.151667	~33.541944	Gen 21:21, Num 10:12, Num 12:16, Num 13:3, Num 13:26, Deut 1:1, 1 Sam 25:1, 1 Kgs 11:18	
Parvaim		?	?	2 Chr 3:6	
Pas-dammim	Ephes-dammim	31.691186	34.944496	1 Chr 11:13	
Patara		36.27471786927205	29.3186378339052	Acts 21:1	
Pathros		>28.322364	>30.692312	Isa 11:11, Jer 44:1, Jer 44:15, Ezek 29:14, Ezek 30:14	region
Patmos		37.307520	26.548274	Rev 1:9	
Pau	Bozrah 1	<>30.734691	<>35.606250	Gen 36:39	
Pekod	Babel	32.53650368616845	44.42088287373876	Jer 50:21, Ezek 23:23	
Pelusium	Sin	>28.838778	>33.420573	Ezek 30:15, Ezek 30:16	
Peniel		32.1843727808126	35.70287002746794	Gen 32:30	
Penuel	Peniel	32.1843727808126	35.70287002746794	Gen 32:31, Judg 8:8, Judg 8:9, Judg 8:17, 1 Kgs 12:25	
People's Gate	Jerusalem	<31.777444	<35.234935	Jer 17:19	
Peor	Pisgah	~31.76503129703305	~35.71856575741812	Num 23:28, Num 25:3, Num 25:5, Num 25:18, Num 31:16, Deut 4:3, Josh 22:17, Ps 106:28	
Perez-uzza	Jerusalem	~31.777444	~35.234935	1 Chr 13:11	
Perez-uzzah	Jerusalem	~31.777444	~35.234935	2 Sam 6:8	?
Perga		37.00520811721595	30.90494591606115	Acts 13:13, Acts 13:14, Acts 14:25	
Pergamum		39.11894592031751	27.16512610475739	Rev 1:11, Rev 2:12	
Persia	Ecbatana	>34.798311	>48.514966	2 Chr 36:20, 2 Chr 36:22, 2 Chr 36:23, Ezra 1:1, Ezra 1:2, Ezra 1:8, Ezra 3:7, Ezra 4:3, Ezra 4:5, Ezra 4:7, Ezra 4:24, Ezra 6:14, Ezra 7:1, Ezra 9:9, Est 1:3, Est 1:14, Est 1:18, Est 10:2, Ezek 27:10, Ezek 38:5, Dan 8:20, Dan 10:1, Dan 10:13, Dan 10:20, Dan 11:2	
Pethor		36.654616	38.068879	Num 22:5, Deut 23:4	http://www.aushariye.hum.ku.dk/images/large/fig-01.htm
Pharpar		33.379601	36.306085	2 Kgs 5:12	river
Philadelphia		38.34904803135629	28.51946209047604	Rev 1:11, Rev 3:7	
Philippi		41.0119594798466	24.28619097780519	Acts 16:12, Acts 20:6, Phil 1:1, 1 Thes 2:2	
